节点编号,X坐标（米）,Y坐标（米）,Z坐标（米）,计算Z的坐标（米）,差距（米）
C125,116.0107,-79.7250,-265.3780,-264.5662,0.8118
D133,-116.0107,-79.7250,-265.3780,-264.5662,0.8118
B171,166.4094,-43.5220,-246.2801,-247.0918,0.8117
E155,-166.4094,-43.5220,-246.2801,-247.0918,0.8117
A155,-92.8155,144.8160,-246.2801,-247.0916,0.8115
A171,92.8155,144.8160,-246.2801,-247.0916,0.8115
B155,109.0462,133.0240,-246.2801,-247.0915,0.8114
E171,-109.0462,133.0240,-246.2801,-247.0915,0.8114
C199,120.0420,-123.1500,-246.3008,-247.1101,0.8093
D203,-120.0420,-123.1500,-246.3008,-247.1101,0.8093
C203,80.0280,-152.2220,-246.3008,-247.1101,0.8093
D199,-80.0280,-152.2220,-246.3008,-247.1101,0.8093
B203,169.5020,29.0720,-246.3008,-247.1100,0.8092
E199,-169.5020,29.0720,-246.3008,-247.1100,0.8092
A199,-24.7300,170.1900,-246.3008,-247.1098,0.8090
A203,24.7300,170.1900,-246.3008,-247.1098,0.8090
B199,154.2180,76.1120,-246.3008,-247.1097,0.8089
E203,-154.2180,76.1120,-246.3008,-247.1097,0.8089
B16,36.3917,50.0890,-293.9506,-293.1451,0.8055
A16,-36.3917,50.0890,-293.9506,-293.1451,0.8055
C16,58.8830,-19.1320,-293.9506,-293.1451,0.8055
E16,-58.8830,-19.1320,-293.9506,-293.1451,0.8055
D16,0.0000,-61.9130,-293.9506,-293.1452,0.8054
B24,50.3240,35.5070,-294.0187,-293.2166,0.8021
E27,-50.3240,35.5070,-294.0187,-293.2166,0.8021
C24,49.3194,-36.8890,-294.0187,-293.2167,0.8020
D27,-49.3194,-36.8890,-294.0187,-293.2167,0.8020
A24,-18.2175,58.8330,-294.0187,-293.2167,0.8020
A27,18.2175,58.8330,-294.0187,-293.2167,0.8020
B27,61.5830,0.8550,-294.0187,-293.2167,0.8020
E24,-61.5830,0.8550,-294.0187,-293.2167,0.8020
C27,19.8429,-58.3040,-294.0187,-293.2169,0.8018
D24,-19.8429,-58.3040,-294.0187,-293.2169,0.8018
C187,40.0765,-166.8990,-246.5330,-247.3151,0.7821
D176,-40.0765,-166.8990,-246.5330,-247.3151,0.7821
C176,146.3467,-89.6890,-246.5330,-247.3150,0.7820
D187,-146.3467,-89.6890,-246.5330,-247.3150,0.7820
A176,-65.6786,158.5810,-246.5330,-247.3147,0.7817
A187,65.6786,158.5810,-246.5330,-247.3147,0.7817
B187,171.1154,-13.4590,-246.5330,-247.3147,0.7817
E176,-171.1154,-13.4590,-246.5330,-247.3147,0.7817
B176,130.5237,111.4690,-246.5330,-247.3144,0.7814
E187,-130.5237,111.4690,-246.5330,-247.3144,0.7814
B26,57.9456,12.4060,-294.4972,-293.7203,0.7769
E25,-57.9456,12.4060,-294.4972,-293.7203,0.7769
B25,54.1705,24.0240,-294.4972,-293.7203,0.7769
E26,-54.1705,24.0240,-294.4972,-293.7203,0.7769
A25,-6.1082,58.9430,-294.4972,-293.7203,0.7769
A26,6.1082,58.9430,-294.4972,-293.7203,0.7769
C26,29.7042,-51.2760,-294.4972,-293.7204,0.7768
D25,-29.7042,-51.2760,-294.4972,-293.7204,0.7768
C25,39.5874,-44.0950,-294.4972,-293.7204,0.7768
D26,-39.5874,-44.0950,-294.4972,-293.7204,0.7768
B17,40.3703,38.6890,-295.1501,-294.4088,0.7413
E21,-40.3703,38.6890,-295.1501,-294.4088,0.7413
A17,-24.3201,50.3500,-295.1501,-294.4088,0.7413
A21,24.3201,50.3500,-295.1501,-294.4088,0.7413
C21,9.9195,-55.0290,-295.1501,-294.4088,0.7413
D17,-9.9195,-55.0290,-295.1501,-294.4088,0.7413
C17,49.2703,-26.4390,-295.1501,-294.4088,0.7413
D21,-49.2703,-26.4390,-295.1501,-294.4088,0.7413
B21,55.4009,-7.5700,-295.1501,-294.4089,0.7412
E17,-55.4009,-7.5700,-295.1501,-294.4089,0.7412
C200,110.3025,-130.7630,-246.9299,-247.6652,0.7353
D202,-110.3025,-130.7630,-246.9299,-247.6652,0.7353
C202,90.2785,-145.3120,-246.9299,-247.6649,0.7350
D200,-90.2785,-145.3120,-246.9299,-247.6649,0.7350
B202,166.0976,40.9560,-246.9299,-247.6649,0.7350
E200,-166.0976,40.9560,-246.9299,-247.6649,0.7350
B200,158.4491,64.4960,-246.9299,-247.6648,0.7349
E202,-158.4491,64.4960,-246.9299,-247.6648,0.7349
A200,-12.3755,170.6250,-246.9299,-247.6644,0.7345
A202,12.3755,170.6250,-246.9299,-247.6644,0.7345
A146,6.2083,143.6790,-263.7389,-263.0147,0.7242
A145,-6.2083,143.6790,-263.7388,-263.0147,0.7241
E146,-134.7277,50.3040,-263.7389,-263.0149,0.7240
B146,138.5647,38.4950,-263.7389,-263.0149,0.7240
B145,134.7277,50.3040,-263.7388,-263.0149,0.7239
D146,-89.4746,-112.5890,-263.7389,-263.0150,0.7239
E145,-138.5647,38.4950,-263.7388,-263.0149,0.7239
C145,89.4746,-112.5890,-263.7388,-263.0150,0.7238
C146,79.4294,-119.8870,-263.7389,-263.0152,0.7237
D145,-79.4294,-119.8870,-263.7388,-263.0152,0.7236
B107,92.4548,110.1880,-263.7254,-263.0020,0.7234
E120,-92.4548,110.1880,-263.7254,-263.0020,0.7234
A107,-76.2241,121.9800,-263.7254,-263.0021,0.7233
A120,76.2241,121.9800,-263.7254,-263.0021,0.7233
C107,133.3643,-53.8800,-263.7254,-263.0023,0.7231
D120,-133.3643,-53.8800,-263.7254,-263.0023,0.7231
B120,139.5639,-34.7990,-263.7254,-263.0024,0.7230
E107,-139.5639,-34.7990,-263.7254,-263.0024,0.7230
C120,10.0311,-143.4860,-263.7254,-263.0028,0.7226
D107,-10.0311,-143.4860,-263.7254,-263.0028,0.7226
B124,107.2028,96.4540,-263.5232,-262.8115,0.7117
E134,-107.2028,96.4540,-263.5232,-262.8115,0.7117
A124,-58.6051,131.7620,-263.5232,-262.8115,0.7117
A134,58.6051,131.7620,-263.5232,-262.8115,0.7117
B134,143.4227,-15.0200,-263.5232,-262.8117,0.7115
E124,-143.4227,-15.0200,-263.5232,-262.8117,0.7115
C124,124.8601,-72.1500,-263.5232,-262.8118,0.7114
D134,-124.8601,-72.1500,-263.5232,-262.8118,0.7114
C134,30.0350,-141.0440,-263.5232,-262.8120,0.7112
D124,-30.0350,-141.0440,-263.5232,-262.8120,0.7112
C201,100.3757,-138.1550,-247.1397,-247.8503,0.7106
D201,-100.3757,-138.1550,-247.1397,-247.8503,0.7106
B201,162.4113,52.7710,-247.1397,-247.8501,0.7104
E201,-162.4113,52.7710,-247.1397,-247.8501,0.7104
A201,0.0000,170.7700,-247.1397,-247.8498,0.7101
B18,44.2830,27.2260,-295.8681,-295.1677,0.7004
E20,-44.2830,27.2260,-295.8681,-295.1677,0.7004
A18,-12.2089,50.5290,-295.8681,-295.1677,0.7004
A20,12.2089,50.5290,-295.8681,-295.1677,0.7004
B20,51.8285,4.0030,-295.8681,-295.1677,0.7004
E18,-51.8285,4.0030,-295.8681,-295.1677,0.7004
C18,39.5773,-33.7020,-295.8681,-295.1678,0.7003
D20,-39.5773,-33.7020,-295.8681,-295.1678,0.7003
C20,19.8229,-48.0540,-295.8681,-295.1679,0.7002
D18,-19.8229,-48.0540,-295.8681,-295.1679,0.7002
B147,142.0063,27.2130,-263.3133,-262.6138,0.6995
E144,-142.0063,27.2130,-263.3133,-262.6138,0.6995
C147,69.7628,-126.6470,-263.3133,-262.6139,0.6994
D144,-69.7628,-126.6470,-263.3133,-262.6139,0.6994
A144,-18.0019,143.4650,-263.3133,-262.6140,0.6993
A147,18.0019,143.4650,-263.3133,-262.6140,0.6993
B144,130.8804,61.4540,-263.3133,-262.6140,0.6993
E147,-130.8804,61.4540,-263.3133,-262.6140,0.6993
C144,98.8905,-105.4840,-263.3133,-262.6141,0.6992
D147,-98.8905,-105.4840,-263.3133,-262.6141,0.6992
B11,30.3932,41.8330,-295.9163,-295.2186,0.6977
A11,-30.3932,41.8330,-295.9163,-295.2186,0.6977
D11,0.0000,-51.7080,-295.9163,-295.2187,0.6976
C11,49.1772,-15.9780,-295.9163,-295.2187,0.6976
E11,-49.1772,-15.9780,-295.9163,-295.2187,0.6976
A19,0.0000,50.5710,-296.1128,-295.4266,0.6862
B19,48.0955,15.6280,-296.1128,-295.4267,0.6861
E19,-48.0955,15.6280,-296.1128,-295.4267,0.6861
C19,29.7247,-40.9120,-296.1128,-295.4268,0.6860
D19,-29.7247,-40.9120,-296.1128,-295.4268,0.6860
A143,-29.7967,143.0430,-262.4713,-261.8220,0.6493
A148,29.7967,143.0430,-262.4713,-261.8220,0.6493
B148,145.2491,15.8650,-262.4713,-261.8222,0.6491
E143,-145.2491,15.8650,-262.4713,-261.8222,0.6491
B143,126.8337,72.5410,-262.4713,-261.8223,0.6490
E148,-126.8337,72.5410,-262.4713,-261.8223,0.6490
C143,108.1843,-98.2090,-262.4713,-261.8225,0.6488
D148,-108.1843,-98.2090,-262.4713,-261.8225,0.6488
C148,59.9722,-133.2370,-262.4713,-261.8227,0.6486
D143,-59.9722,-133.2370,-262.4713,-261.8227,0.6486
A12,-18.2947,42.0540,-296.8788,-296.2389,0.6399
A15,18.2947,42.0540,-296.8788,-296.2389,0.6399
B12,34.3416,30.3950,-296.8788,-296.2389,0.6399
E15,-34.3416,30.3950,-296.8788,-296.2389,0.6399
B15,45.6484,-4.4040,-296.8788,-296.2390,0.6398
E12,-45.6484,-4.4040,-296.8788,-296.2390,0.6398
C15,9.9175,-44.7750,-296.8788,-296.2390,0.6398
D12,-9.9175,-44.7750,-296.8788,-296.2390,0.6398
C12,39.5190,-23.2680,-296.8788,-296.2390,0.6398
D15,-39.5190,-23.2680,-296.8788,-296.2390,0.6398
A13,-6.1082,42.1090,-297.3714,-296.7624,0.6090
A14,6.1082,42.1090,-297.3714,-296.7624,0.6090
B13,38.1602,18.8220,-297.3714,-296.7624,0.6090
E14,-38.1602,18.8220,-297.3714,-296.7624,0.6090
C14,19.8093,-37.6570,-297.3714,-296.7624,0.6090
D13,-19.8093,-37.6570,-297.3714,-296.7624,0.6090
B14,41.9353,7.2030,-297.3714,-296.7624,0.6090
E13,-41.9353,7.2030,-297.3714,-296.7624,0.6090
C13,29.6925,-30.4760,-297.3714,-296.7625,0.6089
D14,-29.6925,-30.4760,-297.3714,-296.7625,0.6089
B7,24.3583,33.5270,-297.5279,-296.9289,0.5990
A7,-24.3583,33.5270,-297.5279,-296.9289,0.5990
C7,39.4126,-12.8060,-297.5279,-296.9289,0.5990
E7,-39.4126,-12.8060,-297.5279,-296.9289,0.5990
D7,0.0000,-41.4400,-297.5279,-296.9291,0.5988
C156,153.5660,-70.9770,-248.2334,-248.8193,0.5859
D170,-153.5660,-70.9770,-248.2334,-248.8193,0.5859
C170,20.0491,-167.9830,-248.2334,-248.8193,0.5859
D156,-20.0491,-167.9830,-248.2334,-248.8193,0.5859
B170,165.9570,-32.8410,-248.2334,-248.8193,0.5859
E156,-165.9570,-32.8410,-248.2334,-248.8193,0.5859
A156,-82.5180,147.6860,-248.2334,-248.8191,0.5857
A170,82.5180,147.6860,-248.2334,-248.8191,0.5857
B156,114.9581,124.1170,-248.2334,-248.8190,0.5856
E170,-114.9581,124.1170,-248.2334,-248.8190,0.5856
B123,102.5671,107.0620,-261.2621,-260.6898,0.5723
E135,-102.5671,107.0620,-261.2621,-260.6898,0.5723
A123,-70.1270,130.6310,-261.2621,-260.6898,0.5723
A135,70.1270,130.6310,-261.2621,-260.6898,0.5723
C123,133.5169,-64.4630,-261.2621,-260.6898,0.5723
D135,-133.5169,-64.4630,-261.2621,-260.6898,0.5723
B135,145.9079,-26.3270,-261.2621,-260.6899,0.5722
E123,-145.9079,-26.3270,-261.2621,-260.6899,0.5722
C135,20.0491,-146.9020,-261.2621,-260.6900,0.5721
D123,-20.0491,-146.9020,-261.2621,-260.6900,0.5721
A142,-41.5164,142.4150,-261.2175,-260.6480,0.5695
A149,41.5164,142.4150,-261.2175,-260.6480,0.5695
B149,148.2739,4.5250,-261.2175,-260.6480,0.5695
E142,-148.2739,4.5250,-261.2175,-260.6480,0.5695
B142,122.6154,83.4930,-261.2175,-260.6480,0.5695
E149,-122.6154,83.4930,-261.2175,-260.6480,0.5695
C142,117.2968,-90.8130,-261.2175,-260.6482,0.5693
D149,-117.2968,-90.8130,-261.2175,-260.6482,0.5693
C149,50.1219,-139.6180,-261.2175,-260.6484,0.5691
D142,-50.1219,-139.6180,-261.2175,-260.6484,0.5691
A8,-12.1892,33.6100,-298.2650,-297.7142,0.5508
A10,12.1892,33.6100,-298.2650,-297.7142,0.5508
B8,28.1978,21.9790,-298.2650,-297.7142,0.5508
E10,-28.1978,21.9790,-298.2650,-297.7142,0.5508
C8,29.6164,-20.0260,-298.2650,-297.7143,0.5507
D10,-29.6164,-20.0260,-298.2650,-297.7143,0.5507
B10,35.7311,-1.2060,-298.2650,-297.7143,0.5507
E8,-35.7311,-1.2060,-298.2650,-297.7143,0.5507
C10,9.8938,-34.3550,-298.2650,-297.7143,0.5507
D8,-9.8938,-34.3550,-298.2650,-297.7143,0.5507
B106,87.5775,120.5410,-260.8456,-260.3005,0.5451
A106,-87.5775,120.5410,-260.8456,-260.3005,0.5451
C106,141.7034,-46.0420,-260.8456,-260.3009,0.5447
E106,-141.7034,-46.0420,-260.8456,-260.3009,0.5447
D106,0.0000,-148.9950,-260.8456,-260.3013,0.5443
C186,50.1901,-160.9500,-248.6285,-249.1703,0.5418
D177,-50.1901,-160.9500,-248.6285,-249.1703,0.5418
B186,168.5824,-2.0020,-248.6285,-249.1702,0.5417
E177,-168.5824,-2.0020,-248.6285,-249.1702,0.5417
C177,137.5632,-97.4700,-248.6285,-249.1702,0.5417
D186,-137.5632,-97.4700,-248.6285,-249.1702,0.5417
B177,135.2089,100.7110,-248.6285,-249.1700,0.5415
E186,-135.2089,100.7110,-248.6285,-249.1700,0.5415
A177,-53.9996,159.7130,-248.6285,-249.1699,0.5414
A186,53.9996,159.7130,-248.6285,-249.1699,0.5414
A9,0.0000,33.6380,-298.5108,-297.9765,0.5343
B9,31.9908,10.3950,-298.5108,-297.9766,0.5342
E9,-31.9908,10.3950,-298.5108,-297.9766,0.5342
C9,19.7714,-27.2130,-298.5108,-297.9767,0.5341
D9,-19.7714,-27.2130,-298.5108,-297.9767,0.5341
B4,18.2943,25.1800,-298.7833,-298.2677,0.5156
A4,-18.2943,25.1800,-298.7833,-298.2677,0.5156
D4,0.0000,-31.1240,-298.7833,-298.2677,0.5156
C4,29.6008,-9.6170,-298.7833,-298.2677,0.5156
E4,-29.6008,-9.6170,-298.7833,-298.2677,0.5156
A5,-6.1079,25.2360,-299.2759,-298.7944,0.4815
A6,6.1079,25.2360,-299.2759,-298.7944,0.4815
B6,25.8877,1.9900,-299.2759,-298.7945,0.4814
E5,-25.8877,1.9900,-299.2759,-298.7945,0.4814
C6,9.8916,-24.0060,-299.2759,-298.7945,0.4814
D5,-9.8916,-24.0060,-299.2759,-298.7945,0.4814
B5,22.1129,13.6070,-299.2759,-298.7945,0.4814
E6,-22.1129,13.6070,-299.2759,-298.7945,0.4814
C5,19.7744,-16.8250,-299.2759,-298.7945,0.4814
D6,-19.7744,-16.8250,-299.2759,-298.7945,0.4814
A141,-53.3154,141.5650,-259.5326,-259.0787,0.4539
A150,53.3154,141.5650,-259.5326,-259.0787,0.4539
B141,118.1604,94.4520,-259.5326,-259.0789,0.4537
E150,-118.1604,94.4520,-259.5326,-259.0789,0.4537
C150,40.0765,-145.8660,-259.5326,-259.0790,0.4536
D141,-40.0765,-145.8660,-259.5326,-259.0790,0.4536
B150,151.1111,-6.9600,-259.5326,-259.0790,0.4536
E141,-151.1111,-6.9600,-259.5326,-259.0790,0.4536
C141,126.3425,-83.1900,-259.5326,-259.0790,0.4536
D150,-126.3425,-83.1900,-259.5326,-259.0790,0.4536
B2,12.2084,16.8040,-299.6811,-299.2285,0.4526
A2,-12.2084,16.8040,-299.6811,-299.2285,0.4526
C2,19.7536,-6.4180,-299.6811,-299.2285,0.4526
E2,-19.7536,-6.4180,-299.6811,-299.2285,0.4526
D2,0.0000,-20.7700,-299.6811,-299.2286,0.4525
A3,0.0000,16.8180,-299.9289,-299.4942,0.4347
B3,15.9942,5.1970,-299.9289,-299.4942,0.4347
E3,-15.9942,5.1970,-299.9289,-299.4942,0.4347
C3,9.8850,-13.6050,-299.9289,-299.4943,0.4346
D3,-9.8850,-13.6050,-299.9289,-299.4943,0.4346
B1,6.1078,8.4070,-300.2202,-299.8069,0.4133
A1,-6.1078,8.4070,-300.2202,-299.8069,0.4133
C1,9.8827,-3.2110,-300.2202,-299.8069,0.4133
E1,-9.8827,-3.2110,-300.2202,-299.8069,0.4133
D1,0.0000,-10.3910,-300.2202,-299.8069,0.4133
D137,0.0000,-166.6740,-249.9196,-250.3215,0.4019
C137,158.5168,-51.5050,-249.9196,-250.3213,0.4017
E137,-158.5168,-51.5050,-249.9196,-250.3213,0.4017
B137,97.9688,134.8430,-249.9196,-250.3210,0.4014
A137,-97.9688,134.8430,-249.9196,-250.3210,0.4014
A0,0.0000,0.0000,-300.4000,-300.0000,0.4000
B122,97.7733,117.5060,-258.5982,-258.2130,0.3852
E136,-97.7733,117.5060,-258.5982,-258.2130,0.3852
B136,148.1682,-37.5940,-258.5982,-258.2133,0.3849
E122,-148.1682,-37.5940,-258.5982,-258.2133,0.3849
A122,-81.5407,129.2990,-258.5982,-258.2133,0.3849
A136,81.5407,129.2990,-258.5982,-258.2133,0.3849
C122,141.9679,-56.6760,-258.5982,-258.2134,0.3848
D136,-141.9679,-56.6760,-258.5982,-258.2134,0.3848
C136,10.0323,-152.5330,-258.5982,-258.2136,0.3846
D122,-10.0323,-152.5330,-258.5982,-258.2136,0.3846
B163,145.4213,47.2510,-258.5734,-258.1903,0.3831
E163,-145.4213,47.2510,-258.5734,-258.1903,0.3831
A163,0.0000,152.9050,-258.5734,-258.1904,0.3830
C163,89.8753,-123.7020,-258.5734,-258.1907,0.3827
D163,-89.8753,-123.7020,-258.5734,-258.1907,0.3827
A162,-12.4063,152.7750,-258.3528,-257.9862,0.3666
A164,12.4063,152.7750,-258.3528,-257.9862,0.3666
B164,149.1310,35.4110,-258.3528,-257.9864,0.3664
E162,-149.1310,35.4110,-258.3528,-257.9864,0.3664
B162,141.4635,59.0090,-258.3528,-257.9864,0.3664
E164,-141.4635,59.0090,-258.3528,-257.9864,0.3664
C162,99.8355,-116.3050,-258.3528,-257.9864,0.3664
D164,-99.8355,-116.3050,-258.3528,-257.9864,0.3664
C164,79.7617,-130.8890,-258.3528,-257.9867,0.3661
D162,-79.7617,-130.8890,-258.3528,-257.9867,0.3661
C178,128.5331,-105.1040,-250.3445,-250.7017,0.3572
D185,-128.5331,-105.1040,-250.3445,-250.7017,0.3572
C185,60.2418,-154.7210,-250.3445,-250.7016,0.3571
D178,-60.2418,-154.7210,-250.3445,-250.7016,0.3571
B185,165.7645,9.4820,-250.3445,-250.7014,0.3569
E178,-165.7645,9.4820,-250.3445,-250.7014,0.3569
B178,139.6796,89.7630,-250.3445,-250.7014,0.3569
E185,-139.6796,89.7630,-250.3445,-250.7014,0.3569
A178,-42.2064,160.5820,-250.3445,-250.7011,0.3566
A185,42.2064,160.5820,-250.3445,-250.7011,0.3566
B161,137.5207,70.1390,-257.6992,-257.3830,0.3162
E165,-137.5207,70.1390,-257.6992,-257.3830,0.3162
A161,-24.2092,152.4640,-257.6992,-257.3831,0.3161
A165,24.2092,152.4640,-257.6992,-257.3831,0.3161
B165,152.4828,24.0900,-257.6992,-257.3832,0.3160
E161,-152.4828,24.0900,-257.6992,-257.3832,0.3160
C161,109.2016,-109.1160,-257.6992,-257.3832,0.3160
D165,-109.2016,-109.1160,-257.6992,-257.3832,0.3160
C165,70.0304,-137.5750,-257.6992,-257.3835,0.3157
D161,-70.0304,-137.5750,-257.6992,-257.3835,0.3157
B140,113.5953,105.1370,-257.4542,-257.1572,0.2970
E151,-113.5953,105.1370,-257.4542,-257.1572,0.2970
A140,-64.8875,140.5250,-257.4542,-257.1573,0.2969
A151,64.8875,140.5250,-257.4542,-257.1573,0.2969
B151,153.6980,-18.2870,-257.4542,-257.1576,0.2966
E140,-153.6980,-18.2870,-257.4542,-257.1576,0.2966
C140,135.0933,-75.5460,-257.4542,-257.1577,0.2965
D151,-135.0933,-75.5460,-257.4542,-257.1577,0.2965
C151,30.1031,-151.8260,-257.4542,-257.1578,0.2964
D140,-30.1031,-151.8260,-257.4542,-257.1578,0.2964
C157,145.1256,-78.8060,-250.9348,-251.2306,0.2958
D169,-145.1256,-78.8060,-250.9348,-251.2306,0.2958
C169,30.1031,-162.3750,-250.9348,-251.2306,0.2958
D157,-30.1031,-162.3750,-250.9348,-251.2306,0.2958
B157,119.7956,113.6700,-250.9348,-251.2306,0.2958
E169,-119.7956,113.6700,-250.9348,-251.2306,0.2958
B169,163.7303,-21.5470,-250.9348,-251.2305,0.2957
E157,-163.7303,-21.5470,-250.9348,-251.2305,0.2957
A157,-71.0878,149.0590,-250.9348,-251.2302,0.2954
A169,71.0878,149.0590,-250.9348,-251.2302,0.2954
B160,133.3648,81.1590,-256.6462,-256.4146,0.2316
E166,-133.3648,81.1590,-256.6462,-256.4146,0.2316
A160,-35.9745,151.9170,-256.6462,-256.4146,0.2316
A166,35.9745,151.9170,-256.6462,-256.4146,0.2316
B166,155.5983,12.7310,-256.6462,-256.4147,0.2315
E160,-155.5983,12.7310,-256.6462,-256.4147,0.2315
C160,118.3985,-101.7580,-256.6462,-256.4147,0.2315
D166,-118.3985,-101.7580,-256.6462,-256.4147,0.2315
C166,60.1905,-144.0480,-256.6462,-256.4150,0.2312
D160,-60.1905,-144.0480,-256.6462,-256.4150,0.2312
C179,119.3140,-112.5420,-251.6714,-251.8928,0.2214
D184,-119.3140,-112.5420,-251.6714,-251.8928,0.2214
B184,162.6780,20.9180,-251.6714,-251.8925,0.2211
E179,-162.6780,20.9180,-251.6714,-251.8925,0.2211
C184,70.1644,-148.2520,-251.6714,-251.8925,0.2211
D179,-70.1644,-148.2520,-251.6714,-251.8925,0.2211
A179,-30.3762,161.1800,-251.6714,-251.8925,0.2211
A184,30.3762,161.1800,-251.6714,-251.8925,0.2211
B179,143.9045,78.6970,-251.6714,-251.8925,0.2211
E184,-143.9045,78.6970,-251.6714,-251.8925,0.2211
B153,158.2005,-40.8530,-252.0788,-252.2597,0.1809
E138,-158.2005,-40.8530,-252.0788,-252.2597,0.1809
C138,152.0002,-59.9360,-252.0788,-252.2597,0.1809
D153,-152.0002,-59.9360,-252.0788,-252.2597,0.1809
C153,10.0323,-163.0820,-252.0788,-252.2597,0.1809
D138,-10.0323,-163.0820,-252.0788,-252.2597,0.1809
A138,-87.7410,137.8330,-252.0788,-252.2596,0.1808
A153,87.7410,137.8330,-252.0788,-252.2596,0.1808
B138,103.9736,126.0400,-252.0788,-252.2593,0.1805
E153,-103.9736,126.0400,-252.0788,-252.2593,0.1805
B121,92.8287,127.7680,-255.5355,-255.3973,0.1382
A121,-92.8287,127.7680,-255.5355,-255.3973,0.1382
C121,150.2000,-48.8030,-255.5355,-255.3974,0.1381
E121,-150.2000,-48.8030,-255.5355,-255.3974,0.1381
D121,0.0000,-157.9290,-255.5355,-255.3978,0.1377
C183,79.9614,-141.6730,-252.5369,-252.6733,0.1364
D180,-79.9614,-141.6730,-252.5369,-252.6733,0.1364
C180,110.0303,-119.8270,-252.5369,-252.6731,0.1362
D183,-110.0303,-119.8270,-252.5369,-252.6731,0.1362
B183,159.4491,32.2690,-252.5369,-252.6729,0.1360
E180,-159.4491,32.2690,-252.5369,-252.6729,0.1360
B180,147.9638,67.6170,-252.5369,-252.6728,0.1359
E183,-147.9638,67.6170,-252.5369,-252.6728,0.1359
A180,-18.5836,161.6170,-252.5369,-252.6727,0.1358
A183,18.5836,161.6170,-252.5369,-252.6727,0.1358
A159,-47.7988,151.1780,-255.1484,-255.0438,0.1046
A167,47.7988,151.1780,-255.1484,-255.0438,0.1046
B159,129.0081,92.1760,-255.1484,-255.0438,0.1046
E167,-129.0081,92.1760,-255.1484,-255.0438,0.1046
C159,127.5302,-94.2100,-255.1484,-255.0439,0.1045
D167,-127.5302,-94.2100,-255.1484,-255.0439,0.1045
B167,158.5493,1.2580,-255.1484,-255.0439,0.1045
E159,-158.5493,1.2580,-255.1484,-255.0439,0.1045
C167,50.1901,-150.4000,-255.1484,-255.0443,0.1041
D159,-50.1901,-150.4000,-255.1484,-255.0443,0.1041
C181,100.1894,-127.3360,-252.9578,-253.0537,0.0959
D182,-100.1894,-127.3360,-252.9578,-253.0537,0.0959
C182,90.1441,-134.6350,-252.9578,-253.0534,0.0956
D181,-90.1441,-134.6350,-252.9578,-253.0534,0.0956
B182,155.9015,44.1280,-252.9578,-253.0534,0.0956
E181,-155.9015,44.1280,-252.9578,-253.0534,0.0956
B181,152.0645,55.9370,-252.9578,-253.0534,0.0956
E182,-152.0645,55.9370,-252.9578,-253.0534,0.0956
A181,-6.2083,161.9080,-252.9578,-253.0530,0.0952
A182,6.2083,161.9080,-252.9578,-253.0530,0.0952
B139,108.8552,115.6880,-254.9648,-254.8763,0.0885
E152,-108.8552,115.6880,-254.9648,-254.8763,0.0885
A139,-76.3875,139.2770,-254.9648,-254.8764,0.0884
A152,76.3875,139.2770,-254.9648,-254.8764,0.0884
C139,143.6637,-67.7780,-254.9648,-254.8764,0.0884
D152,-143.6637,-67.7780,-254.9648,-254.8764,0.0884
B152,156.0653,-29.6090,-254.9648,-254.8765,0.0883
E139,-156.0653,-29.6090,-254.9648,-254.8765,0.0883
C152,20.0662,-157.5760,-254.9648,-254.8769,0.0879
D139,-20.0662,-157.5760,-254.9648,-254.8769,0.0879
C168,40.1104,-156.5150,-253.2474,-253.3158,0.0684
D158,-40.1104,-156.5150,-253.2474,-253.3158,0.0684
C158,136.4603,-86.5130,-253.2474,-253.3156,0.0682
D168,-136.4603,-86.5130,-253.2474,-253.3156,0.0682
B168,161.2499,-10.2180,-253.2474,-253.3156,0.0682
E158,-161.2499,-10.2180,-253.2474,-253.3156,0.0682
A158,-59.5475,150.2000,-253.2474,-253.3155,0.0681
A168,59.5475,150.2000,-253.2474,-253.3155,0.0681
B158,124.4475,103.0480,-253.2474,-253.3153,0.0679
E168,-124.4475,103.0480,-253.2474,-253.3153,0.0679
